batch_id,timestamp,granulation_time,binder_amount,drying_temp,drying_time,compression_force,machine_speed,energy_consumption,yield_pct,quality_pct,performance_score
BATCH_1455,2026-06-07 18:13:30,32.07,2.48,74.87,116.06,21.44,53.99,528.08,87.87,58.83,45.09
BATCH_1456,2026-06-07 22:13:30,38.93,7.51,54.2,96.78,14.21,33.71,302.33,88.55,80.31,61.62
BATCH_1457,2026-06-08 02:13:30,29.65,6.76,62.39,67.47,13.33,37.22,279.97,88.06,94.62,67.91
BATCH_1458,2026-06-08 06:13:30,34.46,8.58,65.0,75.38,12.24,29.64,280.75,81.48,92.96,64.58
BATCH_1459,2026-06-08 10:13:30,28.02,7.35,64.72,51.57,23.31,37.97,253.54,96.81,82.29,67.37
BATCH_1460,2026-06-08 14:13:30,59.65,5.72,60.76,108.91,25.94,39.63,437.25,91.15,84.62,59.8
BATCH_1461,2026-06-08 18:13:30,40.35,3.55,67.43,112.95,29.25,46.6,490.94,78.83,72.5,48.2
BATCH_1462,2026-06-08 22:13:30,33.0,5.58,64.82,78.13,24.22,50.9,365.83,91.6,92.01,65.37
BATCH_1463,2026-06-09 02:13:30,42.14,4.3,47.62,95.47,25.81,32.52,324.54,87.74,74.14,58.07
BATCH_1464,2026-06-09 06:13:30,38.88,4.84,68.69,78.51,17.1,20.33,298.76,85.78,89.78,64.42
BATCH_1465,2026-06-09 10:13:30,37.79,7.18,68.87,48.27,14.22,39.79,242.5,88.95,72.68,60.76
BATCH_1466,2026-06-09 14:13:30,46.14,9.34,52.37,66.76,24.25,42.94,268.43,89.63,85.93,65.45
BATCH_1467,2026-06-09 18:13:30,47.58,6.79,60.38,77.64,22.09,42.49,326.02,96.99,97.15,70.93
BATCH_1468,2026-06-09 22:13:30,34.69,3.61,66.83,65.91,20.54,36.73,305.91,93.53,85.45,65.55
BATCH_1469,2026-06-10 02:13:30,34.24,6.89,57.91,70.63,21.94,41.25,284.05,94.7,95.88,70.93
BATCH_1470,2026-06-10 06:13:30,37.25,8.39,70.73,73.17,21.62,55.15,373.34,97.28,84.3,64.3
BATCH_1471,2026-06-10 10:13:30,16.98,4.78,83.64,73.38,26.42,43.82,403.26,86.66,70.56,53.54
BATCH_1472,2026-06-10 14:13:30,24.85,5.73,52.14,76.05,26.47,36.27,289.43,85.26,90.84,64.95
BATCH_1473,2026-06-10 18:13:30,53.67,6.03,46.19,53.79,22.72,35.0,178.96,92.2,70.67,63.42
BATCH_1474,2026-06-10 22:13:30,56.45,4.43,63.04,60.66,24.23,38.3,266.21,89.41,85.2,65.15
BATCH_1475,2026-06-11 02:13:30,37.51,7.3,67.22,49.31,22.57,56.37,295.49,97.64,76.05,63.78
BATCH_1476,2026-06-11 06:13:30,45.77,5.76,57.69,94.56,17.69,38.17,365.22,86.21,84.61,60.27
BATCH_1477,2026-06-11 10:13:30,43.11,6.84,74.53,32.89,23.78,39.8,206.19,92.98,61.55,59.15
BATCH_1478,2026-06-11 14:13:30,70.79,4.23,46.61,98.07,13.03,35.18,296.97,80.85,74.6,56.44
BATCH_1479,2026-06-11 18:13:30,51.2,5.13,66.93,102.73,25.27,50.99,476.87,91.73,73.84,54.37
BATCH_1480,2026-06-11 22:13:30,38.72,7.44,53.94,68.96,14.03,59.6,282.62,91.37,84.6,65.13
BATCH_1481,2026-06-12 02:13:30,30.44,5.25,77.19,22.94,21.43,44.51,149.64,93.19,50.0,56.54
BATCH_1482,2026-06-12 06:13:30,23.94,9.45,79.93,67.77,15.77,40.83,321.04,84.0,72.15,55.9
BATCH_1483,2026-06-12 10:13:30,42.03,5.2,52.33,73.72,22.77,40.37,282.44,89.84,91.47,67.28
BATCH_1484,2026-06-12 14:13:30,32.44,6.45,54.5,54.79,19.83,16.16,201.71,92.57,84.43,68.29
BATCH_1485,2026-06-12 18:13:30,25.78,7.87,68.6,64.7,12.03,47.45,317.91,77.31,86.9,59.23
BATCH_1486,2026-06-12 22:13:30,33.53,3.16,56.13,105.6,22.1,41.34,382.82,92.26,79.27,59.95
BATCH_1487,2026-06-13 02:13:30,29.18,2.48,59.55,88.3,17.11,44.28,316.99,78.21,88.59,60.3
BATCH_1488,2026-06-13 06:13:30,56.87,2.95,60.25,56.51,24.41,32.89,268.92,87.88,89.73,66.25
BATCH_1489,2026-06-13 10:13:30,48.82,8.53,40.8,43.05,20.01,36.16,189.92,89.63,59.38,57.5
BATCH_1490,2026-06-13 14:13:30,39.92,4.9,59.86,68.46,21.98,35.89,289.59,98.13,92.81,70.89
BATCH_1491,2026-06-13 18:13:30,54.8,11.12,53.1,70.73,15.21,50.22,262.71,78.88,89.4,62.73
BATCH_1492,2026-06-13 22:13:30,40.77,4.87,55.07,84.92,17.05,36.21,317.99,92.28,84.05,64.07
BATCH_1493,2026-06-14 02:13:30,31.39,6.37,74.44,64.29,17.71,60.83,351.1,91.1,72.34,57.79
BATCH_1494,2026-06-14 06:13:30,55.23,9.08,47.43,85.23,24.28,44.31,300.45,89.09,79.07,61.4
BATCH_1495,2026-06-14 10:13:30,45.39,10.01,68.13,113.7,28.39,27.24,477.63,83.96,71.05,50.12
BATCH_1496,2026-06-14 14:13:30,29.63,10.12,57.21,91.31,15.97,38.71,340.44,85.87,86.1,61.57
BATCH_1497,2026-06-14 18:13:30,38.1,8.42,57.2,74.04,25.38,33.48,316.53,87.55,95.86,66.96
BATCH_1498,2026-06-14 22:13:30,31.24,8.05,67.9,71.34,9.15,18.06,270.05,76.94,90.0,61.95
BATCH_1499,2026-06-15 02:13:30,26.17,7.19,63.4,67.87,14.03,55.99,285.7,87.14,88.79,65.01
BATCH_1500,2026-06-15 06:13:30,49.26,7.56,65.71,98.61,15.21,47.03,424.23,86.57,77.91,55.73
BATCH_1501,2026-06-15 10:13:30,59.09,4.9,69.68,62.45,13.24,45.33,277.0,72.74,80.8,56.35
BATCH_1502,2026-06-15 14:13:30,26.01,4.36,56.69,75.9,12.08,41.65,274.99,74.39,97.1,63.6
BATCH_1503,2026-06-15 18:13:30,45.63,5.99,53.88,76.02,22.06,26.18,628.81,92.4,93.6,57.38
BATCH_1504,2026-06-15 22:13:30,33.49,5.66,49.15,64.96,18.93,35.16,245.62,89.41,80.75,64.06
BATCH_1505,2026-06-16 02:13:30,35.13,5.09,51.75,47.55,21.9,48.42,221.54,93.53,76.37,64.78
BATCH_1506,2026-06-16 06:13:30,34.08,7.39,89.49,81.46,23.45,29.49,455.89,99.9,61.06,53.24
BATCH_1507,2026-06-16 10:13:30,31.36,7.91,72.45,73.78,21.33,14.68,315.36,97.21,81.41,65.08
BATCH_1508,2026-06-16 14:13:30,40.49,6.18,46.49,85.0,23.29,37.73,269.78,95.86,76.32,64.05
BATCH_1509,2026-06-16 18:13:30,31.69,8.96,46.78,64.33,19.65,38.58,248.32,96.19,75.04,64.4
BATCH_1510,2026-06-16 22:13:30,42.7,3.72,64.82,99.42,14.07,41.36,413.36,83.0,82.99,56.7
BATCH_1511,2026-06-17 02:13:30,39.5,5.61,65.47,57.46,25.29,47.29,316.76,96.23,84.35,65.82
BATCH_1512,2026-06-17 06:13:30,37.61,4.57,65.49,109.24,17.05,46.38,428.36,85.83,73.78,53.64
BATCH_1513,2026-06-17 10:13:30,30.92,2.27,57.45,40.05,15.32,42.59,178.11,76.06,77.57,59.75
BATCH_1514,2026-06-17 14:13:30,34.23,5.83,58.75,83.7,19.11,51.96,344.56,88.01,90.08,63.88
BATCH_1515,2026-06-17 18:13:30,47.55,5.76,63.28,84.51,15.44,24.81,311.24,84.42,89.47,63.33
BATCH_1516,2026-06-17 22:13:30,45.01,9.03,60.86,59.09,17.91,45.05,292.25,90.71,86.32,65.23
BATCH_1517,2026-06-18 02:13:30,30.22,7.26,37.81,83.49,21.72,46.27,255.49,99.9,67.04,62.45
BATCH_1518,2026-06-18 06:13:30,40.99,3.95,57.7,100.59,21.74,27.6,318.17,96.79,81.32,64.78
BATCH_1519,2026-06-18 10:13:30,47.51,9.71,51.49,30.66,15.51,24.97,138.77,86.66,67.26,61.2
BATCH_1520,2026-06-18 14:13:30,23.31,8.44,61.75,85.05,17.56,32.54,314.76,91.12,91.84,66.84
BATCH_1521,2026-06-18 18:13:30,45.43,7.16,89.85,25.13,25.37,33.38,202.28,93.09,50.0,54.71
BATCH_1522,2026-06-18 22:13:30,33.37,5.55,63.67,55.69,22.48,47.53,273.94,97.41,81.71,66.69
BATCH_1523,2026-06-19 02:13:30,45.71,4.08,56.86,107.58,30.38,33.85,423.11,78.58,77.49,52.4
BATCH_1524,2026-06-19 06:13:30,32.37,5.26,69.22,63.36,25.9,31.44,317.41,89.36,82.29,62.22
BATCH_1525,2026-06-19 10:13:30,21.95,8.18,64.83,51.52,25.72,33.88,251.95,90.03,78.71,63.29
BATCH_1526,2026-06-19 14:13:30,23.72,9.77,64.2,71.04,13.06,51.19,288.3,75.63,96.36,63.35
BATCH_1527,2026-06-19 18:13:30,40.48,9.09,66.07,116.36,23.82,40.13,480.47,94.64,73.88,55.43
BATCH_1528,2026-06-19 22:13:30,42.6,5.02,80.57,38.37,19.73,38.21,236.46,89.39,54.64,53.93
BATCH_1529,2026-06-20 02:13:30,30.96,3.76,48.69,53.97,17.25,38.9,188.51,84.43,74.89,61.67
BATCH_1530,2026-06-20 06:13:30,46.39,6.28,64.74,104.95,20.84,52.92,459.81,95.82,77.13,57.91
BATCH_1531,2026-06-20 10:13:30,23.38,2.46,50.74,112.15,24.73,32.51,367.41,82.18,69.18,52.41
BATCH_1532,2026-06-20 14:13:30,39.34,6.65,65.56,72.93,22.5,53.16,377.52,93.9,90.16,65.14
BATCH_1533,2026-06-20 18:13:30,27.89,5.7,50.81,50.22,15.61,42.1,212.94,88.66,77.21,63.46
BATCH_1534,2026-06-20 22:13:30,33.48,5.07,55.83,116.92,23.71,38.4,405.64,92.11,71.89,56.17
BATCH_1535,2026-06-21 02:13:30,40.47,2.81,57.05,106.89,16.81,65.01,424.87,81.0,77.53,53.32
BATCH_1536,2026-06-21 06:13:30,31.4,7.03,69.76,88.58,21.08,29.44,592.11,97.39,78.06,54.41
BATCH_1537,2026-06-21 10:13:30,36.15,4.93,69.18,58.75,18.48,36.46,448.93,86.84,75.83,54.16
BATCH_1538,2026-06-21 14:13:30,50.06,3.66,47.54,74.02,18.91,27.68,235.1,85.84,83.07,63.92
BATCH_1539,2026-06-21 18:13:30,34.23,1.0,60.55,71.79,23.83,49.52,313.54,77.76,96.19,63.27
BATCH_1540,2026-06-21 22:13:30,48.36,5.94,52.9,81.62,14.8,56.89,311.63,89.68,90.22,65.72
BATCH_1541,2026-06-22 02:13:30,28.7,9.54,47.41,104.02,29.73,56.7,355.67,81.69,70.45,53.12
BATCH_1542,2026-06-22 06:13:30,45.3,9.32,57.83,92.59,10.89,52.24,309.63,79.42,87.99,60.79
BATCH_1543,2026-06-22 10:13:30,54.42,5.09,56.92,53.45,17.01,38.02,228.41,84.88,82.42,63.51
BATCH_1544,2026-06-22 14:13:30,15.28,4.8,84.27,102.53,21.85,36.35,504.41,98.22,57.34,49.43
BATCH_1545,2026-06-22 18:13:30,32.03,6.94,64.33,81.26,22.92,23.29,314.56,95.45,89.08,67.47
BATCH_1546,2026-06-22 22:13:30,45.77,4.0,46.22,88.74,19.5,60.36,298.44,90.14,75.6,60.51
BATCH_1547,2026-06-23 02:13:30,37.97,6.6,54.35,104.33,19.71,44.69,360.72,95.98,77.91,61.65
BATCH_1548,2026-06-23 06:13:30,43.71,7.53,70.21,52.77,22.05,35.08,274.87,99.9,75.13,65.02
BATCH_1549,2026-06-23 10:13:30,33.96,8.45,80.88,74.28,18.84,53.28,406.45,91.75,74.36,56.99
BATCH_1550,2026-06-23 14:13:30,40.87,5.8,44.14,64.37,26.97,30.27,227.56,84.9,75.51,60.78
BATCH_1551,2026-06-23 18:13:30,38.44,5.59,41.2,43.64,24.2,44.07,211.78,91.97,64.17,59.61
BATCH_1552,2026-06-23 22:13:30,51.68,4.24,78.71,81.93,24.36,38.27,428.85,87.06,73.58,54.03
BATCH_1553,2026-06-24 02:13:30,42.54,4.35,63.9,125.23,15.17,46.39,466.44,77.45,70.17,47.55
BATCH_1554,2026-06-24 06:13:30,43.38,5.55,51.32,38.2,19.6,39.36,177.22,90.71,71.21,63.09
BATCH_1555,2026-06-24 10:13:30,35.88,6.73,65.35,74.35,18.5,25.49,277.56,93.89,91.43,69.05
BATCH_1556,2026-06-24 14:13:30,35.12,7.83,33.64,87.81,14.97,40.76,212.46,84.4,59.65,54.75
BATCH_1557,2026-06-24 18:13:30,35.67,4.39,60.03,77.46,21.8,50.49,355.09,94.12,97.26,68.84
BATCH_1558,2026-06-24 22:13:30,43.94,8.99,63.28,72.74,17.31,39.71,317.38,88.51,91.94,65.75
BATCH_1559,2026-06-25 02:13:30,35.79,5.46,69.24,49.02,23.28,47.75,297.54,97.56,73.77,62.77
BATCH_1560,2026-06-25 06:13:30,42.9,5.96,49.86,79.66,14.65,29.54,250.12,82.11,85.1,62.73
BATCH_1561,2026-06-25 10:13:30,60.75,4.51,60.86,59.86,28.6,39.74,323.63,84.28,91.33,63.59
BATCH_1562,2026-06-25 14:13:30,48.71,1.15,50.75,31.2,15.52,33.75,142.53,76.03,65.37,56.07
BATCH_1563,2026-06-25 18:13:30,36.74,7.77,62.55,98.89,21.1,47.47,429.86,98.22,82.84,62.17
BATCH_1564,2026-06-25 22:13:30,52.01,7.47,51.05,94.17,23.96,40.31,343.3,92.81,75.88,60.16
BATCH_1565,2026-06-26 02:13:30,35.92,5.44,55.92,76.03,17.15,46.9,305.49,89.88,91.2,66.4
BATCH_1566,2026-06-26 06:13:30,19.62,6.13,50.04,79.58,24.26,50.88,329.81,93.3,85.84,64.8
BATCH_1567,2026-06-26 10:13:30,29.92,7.03,66.51,96.49,13.85,46.92,384.93,83.08,80.65,56.76
BATCH_1568,2026-06-26 14:13:30,21.29,2.87,68.58,79.49,27.26,42.73,379.69,79.49,85.11,57.29
BATCH_1569,2026-06-26 18:13:30,36.48,4.94,57.65,93.08,20.07,30.02,354.1,91.06,85.01,62.74
BATCH_1570,2026-06-26 22:13:30,40.18,7.59,60.38,69.05,17.02,39.97,280.99,94.65,93.69,70.14
BATCH_1571,2026-06-27 02:13:30,56.76,3.49,45.51,101.24,18.5,34.67,487.86,76.76,68.62,45.93
BATCH_1572,2026-06-27 06:13:30,43.27,6.59,57.0,81.42,24.04,36.56,356.15,88.87,94.7,65.68
BATCH_1573,2026-06-27 10:13:30,37.81,3.29,59.5,78.88,17.08,36.25,296.05,81.02,98.45,66.08
BATCH_1574,2026-06-27 14:13:30,48.29,6.93,86.21,49.6,16.25,30.2,279.59,91.51,54.3,53.17
BATCH_1575,2026-06-27 18:13:30,17.89,5.93,48.88,80.74,18.89,20.43,254.48,91.54,82.1,65.16
BATCH_1576,2026-06-27 22:13:30,42.36,2.77,74.64,58.36,14.12,33.32,267.48,79.34,75.31,57.12
BATCH_1577,2026-06-28 02:13:30,47.71,8.33,69.97,62.23,29.1,41.93,324.09,80.9,80.57,57.92
BATCH_1578,2026-06-28 06:13:30,25.21,4.53,62.81,58.69,17.17,26.52,237.15,85.03,86.22,64.79
BATCH_1579,2026-06-28 10:13:30,51.44,4.38,77.59,53.68,24.16,40.16,284.65,91.87,69.54,59.24
BATCH_1580,2026-06-28 14:13:30,43.38,6.4,63.72,117.5,21.05,59.0,491.07,96.79,71.08,54.81
BATCH_1581,2026-06-28 18:13:30,35.85,8.3,63.89,101.63,15.08,50.23,406.84,81.66,81.77,55.9
BATCH_1582,2026-06-28 22:13:30,46.33,3.97,59.47,113.41,19.97,56.44,446.49,84.09,76.64,53.47
BATCH_1583,2026-06-29 02:13:30,62.71,6.12,72.24,50.54,23.92,43.91,274.78,88.78,73.16,59.79
BATCH_1584,2026-06-29 06:13:30,41.82,6.86,70.96,76.43,19.06,51.68,394.78,91.03,87.18,62.22
BATCH_1585,2026-06-29 10:13:30,42.48,7.39,53.74,49.13,25.97,32.76,222.87,92.04,79.47,65.38
BATCH_1586,2026-06-29 14:13:30,35.41,6.35,46.81,61.09,25.11,33.56,249.54,99.9,76.4,66.39
BATCH_1587,2026-06-29 18:13:30,31.5,5.27,57.97,56.64,24.59,12.61,200.82,89.75,88.16,68.69
BATCH_1588,2026-06-29 22:13:30,48.3,4.34,52.0,99.79,17.7,51.86,343.85,86.25,77.44,58.14
BATCH_1589,2026-06-30 02:13:30,31.44,6.17,59.36,67.08,14.6,55.4,283.57,84.83,93.61,66.09
BATCH_1590,2026-06-30 06:13:30,40.72,3.86,72.37,96.37,16.93,34.47,412.54,83.95,73.81,53.43
BATCH_1591,2026-06-30 10:13:30,35.22,1.0,55.43,87.08,20.98,37.46,304.16,88.45,87.6,64.44
BATCH_1592,2026-06-30 14:13:30,44.79,6.87,59.57,121.07,22.73,32.46,464.09,94.98,78.87,58.12
BATCH_1593,2026-06-30 18:13:30,43.34,7.81,60.58,45.41,9.14,43.83,181.94,75.2,82.73,61.34
BATCH_1594,2026-06-30 22:13:30,50.38,1.27,68.48,100.18,19.96,51.25,422.47,81.44,76.4,53.13
BATCH_1595,2026-07-01 02:13:30,34.9,3.98,37.53,97.93,20.79,22.57,258.68,87.31,57.35,53.42
BATCH_1596,2026-07-01 06:13:30,37.3,7.24,53.93,55.53,18.61,44.09,226.49,90.63,83.86,66.45
BATCH_1597,2026-07-01 10:13:30,30.21,10.11,62.11,95.14,26.46,37.23,380.27,86.32,90.01,61.96
BATCH_1598,2026-07-01 14:13:30,35.56,6.04,72.0,81.72,22.11,41.13,358.26,96.13,80.0,62.63
BATCH_1599,2026-07-01 18:13:30,43.77,4.54,55.08,70.45,26.55,44.59,336.74,85.99,90.13,63.35
BATCH_1600,2026-07-01 22:13:30,47.57,5.63,41.23,58.52,18.92,38.12,182.79,90.33,70.26,62.37
BATCH_1601,2026-07-02 02:13:30,30.78,8.75,66.2,60.62,24.69,38.96,293.86,87.47,87.43,64.33
BATCH_1602,2026-07-02 06:13:30,48.7,4.71,53.65,116.0,28.18,37.86,434.52,82.22,67.8,49.59
BATCH_1603,2026-07-02 10:13:30,53.56,4.4,48.1,75.01,26.56,49.7,319.13,79.73,81.89,58.15
BATCH_1604,2026-07-02 14:13:30,44.13,5.03,53.76,90.64,14.54,44.19,316.2,76.26,88.66,59.57
BATCH_1605,2026-07-02 18:13:30,58.77,4.09,58.15,59.18,18.73,42.21,239.19,87.05,89.79,66.96
BATCH_1606,2026-07-02 22:13:30,32.26,6.25,53.95,59.4,18.27,27.29,204.13,99.9,80.62,69.62
BATCH_1607,2026-07-03 02:13:30,27.55,9.25,37.94,96.64,22.45,36.21,264.97,89.12,62.67,56.06
BATCH_1608,2026-07-03 06:13:30,22.21,6.65,68.97,48.01,23.43,48.99,256.69,96.77,75.72,64.62
BATCH_1609,2026-07-03 10:13:30,54.96,5.5,72.75,66.7,15.81,40.38,324.19,88.1,80.11,60.62
BATCH_1610,2026-07-03 14:13:30,46.54,5.42,66.52,75.68,20.34,46.6,361.01,93.54,93.08,66.73
BATCH_1611,2026-07-03 18:13:30,39.44,2.87,48.62,77.23,9.9,57.67,267.58,72.94,87.64,59.49
BATCH_1612,2026-07-03 22:13:30,42.8,7.77,57.99,71.42,27.21,50.39,319.75,86.82,92.69,65.29
BATCH_1613,2026-07-04 02:13:30,28.75,5.84,59.93,82.92,17.44,40.93,352.9,93.52,98.65,69.23
BATCH_1614,2026-07-04 06:13:30,64.46,5.64,65.99,88.86,20.28,34.89,393.52,95.93,84.39,63.11
BATCH_1615,2026-07-04 10:13:30,41.29,12.39,66.68,89.69,18.45,14.46,341.02,80.88,81.86,57.86
BATCH_1616,2026-07-04 14:13:30,41.09,6.6,52.66,55.28,25.73,38.32,261.32,89.73,83.23,64.66
BATCH_1617,2026-07-04 18:13:30,47.26,4.5,60.82,69.32,5.81,36.74,286.99,66.79,97.02,60.12
BATCH_1618,2026-07-04 22:13:30,44.81,5.15,64.57,98.9,19.92,43.9,390.08,93.53,79.14,60.16
BATCH_1619,2026-07-05 02:13:30,42.24,8.3,74.56,92.89,19.47,38.46,423.95,94.55,71.52,56.37
BATCH_1620,2026-07-05 06:13:30,32.1,6.23,67.05,47.54,17.73,36.8,191.94,91.57,78.05,65.68
BATCH_1621,2026-07-05 10:13:30,44.71,3.12,67.89,82.03,28.63,22.21,354.56,79.58,83.61,57.58
BATCH_1622,2026-07-05 14:13:30,58.82,7.84,60.84,35.44,15.56,30.6,180.78,82.21,75.8,61.41
BATCH_1623,2026-07-05 18:13:30,53.45,4.66,74.1,75.94,23.86,44.77,392.96,96.68,81.07,62.1
BATCH_1624,2026-07-05 22:13:30,55.93,9.75,64.1,112.96,21.78,57.16,479.76,92.84,76.91,55.95
BATCH_1625,2026-07-06 02:13:30,34.89,8.16,51.39,56.04,26.31,39.02,212.83,93.22,80.01,66.41
BATCH_1626,2026-07-06 06:13:30,30.1,5.11,74.03,58.31,16.66,43.28,294.21,91.16,73.24,60.11
BATCH_1627,2026-07-06 10:13:30,38.74,8.56,66.98,90.28,16.34,49.52,408.27,83.48,83.36,57.21
BATCH_1628,2026-07-06 14:13:30,40.56,6.14,55.57,44.14,25.48,31.89,199.07,89.42,76.38,63.9
BATCH_1629,2026-07-06 18:13:30,50.94,7.71,55.21,62.34,22.13,43.67,281.46,95.05,89.98,68.8
BATCH_1630,2026-07-06 22:13:30,23.08,6.97,62.97,86.93,12.28,32.6,293.7,80.59,92.47,63.59
BATCH_1631,2026-07-07 02:13:30,55.3,4.31,64.63,62.31,17.3,48.65,303.22,87.01,86.74,63.54
BATCH_1632,2026-07-07 06:13:30,38.42,4.71,61.97,70.28,21.93,41.51,303.92,94.62,95.26,69.97
BATCH_1633,2026-07-07 10:13:30,35.73,8.06,63.11,89.88,24.19,42.98,373.25,86.04,89.08,61.71
BATCH_1634,2026-07-07 14:13:30,29.88,5.33,77.0,83.43,16.6,32.17,367.48,87.31,77.92,57.95
BATCH_1635,2026-07-07 18:13:30,23.45,5.19,70.72,80.34,5.43,47.07,310.32,67.32,83.43,54.11
BATCH_1636,2026-07-07 22:13:30,48.23,4.09,61.91,68.22,22.62,60.85,351.1,91.24,93.43,66.28
BATCH_1637,2026-07-08 02:13:30,40.73,6.85,69.41,82.4,13.9,29.92,319.94,91.09,82.7,62.99
BATCH_1638,2026-07-08 06:13:30,27.1,10.13,49.67,72.53,9.91,36.6,216.76,79.75,85.23,62.98
BATCH_1639,2026-07-08 10:13:30,27.05,3.86,63.98,84.16,5.84,42.32,301.88,69.22,89.91,57.75
BATCH_1640,2026-07-08 14:13:30,36.64,6.05,78.09,65.06,24.07,47.86,348.04,89.82,69.97,56.44
BATCH_1641,2026-07-08 18:13:30,56.69,8.82,57.82,71.35,20.64,34.4,318.38,89.95,97.18,68.38
BATCH_1642,2026-07-08 22:13:30,37.4,5.84,51.52,55.2,18.87,11.67,165.73,88.25,77.86,65.16
BATCH_1643,2026-07-09 02:13:30,24.97,6.9,53.48,74.3,26.95,53.59,696.52,93.35,94.17,55.69
BATCH_1644,2026-07-09 06:13:30,37.54,3.88,49.1,58.78,23.19,47.61,236.72,85.12,79.49,62.15
BATCH_1645,2026-07-09 10:13:30,37.27,6.86,52.15,52.72,28.08,22.57,233.79,91.49,80.87,65.35
BATCH_1646,2026-07-09 14:13:30,15.0,5.63,56.29,80.17,13.04,33.92,276.84,81.17,90.4,63.57
BATCH_1647,2026-07-09 18:13:30,39.46,7.97,45.94,79.25,19.83,55.68,276.07,92.83,80.14,64.15
BATCH_1648,2026-07-09 22:13:30,37.69,8.37,60.16,90.66,11.92,54.48,360.05,80.65,91.01,60.78
BATCH_1649,2026-07-10 02:13:30,46.96,11.18,69.02,66.38,18.85,49.39,330.06,80.91,86.07,59.93
BATCH_1650,2026-07-10 06:13:30,58.49,7.16,50.92,83.16,18.76,38.24,302.22,94.93,84.63,65.9
BATCH_1651,2026-07-10 10:13:30,51.27,6.65,75.19,86.02,23.13,40.83,730.58,99.65,76.79,50.1
BATCH_1652,2026-07-10 14:13:30,37.31,6.39,65.11,83.9,20.23,38.69,343.14,94.06,87.66,65.38
BATCH_1653,2026-07-10 18:13:30,28.93,5.29,70.31,58.49,23.12,51.28,319.97,94.11,80.36,63.26
BATCH_1654,2026-07-10 22:13:30,65.73,6.68,53.42,77.99,23.52,31.24,291.78,84.95,86.95,63.19
BATCH_1655,2026-07-11 02:13:30,40.59,5.41,68.55,82.28,30.77,31.94,408.19,79.63,88.46,57.71
BATCH_1656,2026-07-11 06:13:30,40.14,6.34,49.08,75.14,18.42,50.1,259.28,92.54,87.44,67.53
BATCH_1657,2026-07-11 10:13:30,39.76,8.64,68.9,33.27,15.29,39.56,205.94,87.84,64.1,58.13
BATCH_1658,2026-07-11 14:13:30,41.98,3.99,61.72,78.21,21.23,53.78,352.02,96.46,96.2,69.45
BATCH_1659,2026-07-11 18:13:30,38.56,8.28,65.53,119.25,15.99,33.28,457.08,89.5,72.87,53.76
BATCH_1660,2026-07-11 22:13:30,34.26,8.63,48.24,67.8,27.41,39.45,279.68,86.27,80.85,61.7
BATCH_1661,2026-07-12 02:13:30,34.53,5.76,51.05,60.44,18.58,30.78,207.83,86.12,81.93,64.51
BATCH_1662,2026-07-12 06:13:30,39.67,1.76,65.97,82.47,17.17,40.07,359.88,76.91,89.77,58.79
BATCH_1663,2026-07-12 10:13:30,34.57,4.78,50.52,81.25,17.64,25.21,217.48,86.35,86.69,66.17
BATCH_1664,2026-07-12 14:13:30,32.87,8.59,64.63,98.85,23.59,35.12,391.39,93.39,75.98,58.8
BATCH_1665,2026-07-12 18:13:30,41.06,5.95,46.33,49.84,19.21,25.64,161.53,90.92,70.52,63.43
BATCH_1666,2026-07-12 22:13:30,37.45,4.0,68.48,89.63,16.79,46.94,369.87,85.75,85.36,60.22
BATCH_1667,2026-07-13 02:13:30,55.04,4.99,47.67,86.81,28.33,47.17,338.11,79.34,75.32,54.72
BATCH_1668,2026-07-13 06:13:30,15.0,7.68,65.52,72.16,15.72,22.7,278.23,87.78,89.73,65.9
BATCH_1669,2026-07-13 10:13:30,50.92,7.09,66.26,81.77,20.18,53.34,393.0,95.34,89.64,64.99
BATCH_1670,2026-07-13 14:13:30,52.46,5.52,53.03,95.59,23.26,64.97,404.22,99.8,82.21,63.42
BATCH_1671,2026-07-13 18:13:30,19.27,5.27,65.82,92.45,11.84,40.46,342.22,79.88,81.95,57.45
BATCH_1672,2026-07-13 22:13:30,36.57,5.22,62.6,52.14,22.4,33.59,247.23,91.32,84.94,66.45
BATCH_1673,2026-07-14 02:13:30,36.29,4.16,54.61,91.4,14.72,68.24,349.98,84.6,88.18,61.57
BATCH_1674,2026-07-14 06:13:30,25.92,9.23,49.91,73.71,24.11,26.81,262.67,92.62,82.68,65.54
BATCH_1675,2026-07-14 10:13:30,32.22,5.36,40.37,76.46,15.19,40.2,230.95,82.11,75.59,59.58
BATCH_1676,2026-07-14 14:13:30,28.89,8.43,63.5,76.46,23.46,41.8,336.12,97.37,91.08,68.31
BATCH_1677,2026-07-14 18:13:30,57.52,9.04,44.35,72.0,25.53,53.45,284.12,85.45,76.16,59.34
BATCH_1678,2026-07-14 22:13:30,49.36,8.0,60.95,98.83,24.31,43.6,400.88,94.14,87.94,63.56
BATCH_1679,2026-07-15 02:13:30,52.72,5.14,57.37,73.33,21.26,35.01,287.97,94.32,92.94,69.47
BATCH_1680,2026-07-15 06:13:30,47.22,6.81,66.79,52.61,18.84,30.49,240.53,96.25,80.96,67.06
BATCH_1681,2026-07-15 10:13:30,28.71,5.95,56.98,67.13,17.12,36.58,259.72,87.45,95.17,68.57
BATCH_1682,2026-07-15 14:13:30,34.75,4.19,56.71,78.57,27.36,29.93,316.38,76.97,94.11,62.03
